index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0296.smt2,,,154,3,,,7,7,,,,,164,,94,,83,593,,194,,,,,,,159,300,186,,,,,,,,5264.84,1649.34,sat,17.20,0.22,0.01,0.06,0.01,0.13,13.98,0.54,9.21,0.00,0.37,0.28,0.15,14.67,1.59,13.06,0.30,0.01,0.00,0.00,,0.00,
chc-lia-0297.smt2,,,,3,,,6,6,,,,,19,,20,,13,66,,38,,,,,,,19,26,31,,,,,,,,972.52,399.37,sat,4.49,0.20,0.01,0.08,0.00,0.10,1.63,0.96,0.14,0.00,0.22,0.11,0.02,1.92,0.40,1.50,0.05,0.00,0.30,0.00,,0.00,
chc-lia-0298.smt2,,,,2,,,4,4,,,,,61,,2,,47,194,,68,,,,,,,54,144,63,,,,,,,,1887.84,775.08,sat,11.94,0.19,0.02,0.08,0.01,0.09,8.15,4.73,0.10,0.00,0.26,0.21,0.07,8.59,1.72,6.87,0.19,0.00,0.00,0.00,,0.00,
chc-lia-0299.smt2,2,,1,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,860.48,386.47,unsat,3.24,0.00,0.00,0.00,0.00,0.00,1.20,0.82,0.09,,0.32,0.25,0.02,1.24,0.37,0.87,0.01,0.00,,,,,0.03
chc-lia-0302.smt2,2,,1,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,634.08,299.14,unsat,2.02,0.00,0.00,0.00,0.00,0.00,0.69,0.61,0.04,,0.23,0.16,0.00,0.70,0.03,0.67,0.00,0.00,,,,,0.00
chc-lia-0303.smt2,,,33,2,,,4,4,,,,,29,,11,,19,72,,42,,,,,,,30,32,37,,,,,,,,1939.68,804.76,sat,10.26,0.39,0.02,0.09,0.01,0.27,6.66,0.19,4.37,0.00,0.35,0.25,0.07,7.24,1.32,5.90,0.14,0.00,1.81,0.00,,0.00,
chc-lia-0304.smt2,3,,42,,,,3,3,,,,,38,,1,,,22,,44,,,,,,,43,,44,3,,2,,,,,2131.20,854.03,unsat,29.99,0.87,0.04,0.16,0.01,0.67,20.51,1.89,14.11,0.00,0.37,0.32,0.67,22.85,2.44,20.40,1.19,0.01,11.47,0.00,,0.00,0.20
chc-lia-0305.smt2,11,3,365,,11,1,11,11,,71,,76,474,8,174,,22,3442,7,551,,14,,,,,681,1998,666,11,14,3,,28,1042,,8234.12,2613.23,unsat,124.53,3.27,0.25,1.18,0.15,1.77,113.09,21.05,71.77,0.01,0.37,0.24,0.81,120.35,20.37,99.92,1.85,0.80,21.65,36.43,0.00,36.43,1.26
chc-lia-0306.smt2,,,81,6,,,10,10,,,,,60,,34,,45,412,6,109,,,,,,,83,223,98,,,,,,,,1935.28,779.76,sat,27.72,0.67,0.06,0.19,0.03,0.41,22.97,0.13,14.25,0.00,0.49,0.40,0.08,23.92,6.03,17.85,0.16,0.01,0.21,0.00,,0.00,
chc-lia-0310.smt2,3,,,,1,,3,3,,4,,5,111,2,2,,,53,,115,,,,,,,99,3,112,3,,1,,,,,4563.96,1619.94,unsat,125.72,2.01,0.07,0.30,0.03,1.63,106.34,93.16,0.22,0.00,0.46,0.37,2.96,116.05,3.54,112.49,7.08,0.03,66.05,0.02,,0.02,0.46
chc-lia-0311.smt2,9,,33,,1,,9,9,,1,,10,99,,157,,25,643,,175,,,,,,,113,258,173,9,,3,,,,,3129.56,1061.49,unsat,5.50,0.14,0.01,0.04,0.01,0.08,2.79,1.14,0.41,0.00,0.43,0.32,0.10,3.27,0.75,2.48,0.18,0.01,0.02,0.00,,0.00,0.19
chc-lia-0312.smt2,,,57,5,10,1,7,7,,5,,10,78,,87,,41,404,,114,,,,,,,68,203,102,,,,,,330,,4519.76,1722.96,sat,50.93,2.46,0.14,0.77,0.06,1.53,42.16,0.89,34.40,0.00,0.54,0.46,0.22,45.21,9.31,35.87,0.40,0.03,7.85,0.52,0.00,0.52,
chc-lia-0313.smt2,,,32,4,,,8,8,,,,,42,,26,,33,285,,73,,,,,,,53,145,65,,,,,,,,2178.12,864.70,sat,28.18,1.12,0.06,0.21,0.02,0.85,23.35,4.35,15.43,0.00,0.54,0.43,0.19,25.03,6.81,18.18,0.42,0.01,7.38,0.00,,0.00,
chc-lia-0314.smt2,,303,984,,91,2,67,66,,1272,,1073,2886,744,36570,64,371,102456,63,5822,,159,163,,,,7031,45740,10539,,417,,13,721,29395,85,9980.12,9942.71,timeout,597.67,16.61,2.05,8.41,2.63,2.92,369.99,242.45,31.98,2.81,0.97,0.81,3.70,530.58,122.20,407.93,11.00,60.31,42.73,194.25,0.00,194.25,5.13
chc-lia-0315.smt2,3,,153,,,,3,3,,,,,157,,1,,,81,,169,,,,,,,126,6,169,3,,2,,,,,7785.16,2548.88,unsat,77.49,1.45,0.06,0.32,0.04,1.03,61.72,3.57,44.15,0.00,0.55,0.40,2.41,67.82,6.40,61.40,4.05,0.02,22.90,0.00,,0.00,0.38
chc-lia-0316.smt2,,,1,1,,,1,1,,,,,5,,,,4,8,,6,,,,,,,5,7,4,,,,,,,,2510.68,1352.82,sat,38.14,1.69,0.05,1.04,0.02,0.60,15.79,0.69,1.07,,0.43,0.39,0.03,17.60,10.21,7.39,0.12,0.00,0.00,0.00,,0.00,
chc-lia-0317.smt2,,,4,1,,,3,3,,,,,6,,1,,5,9,,13,,,,,,,7,2,9,,,,,,,,1234.68,602.36,sat,12.93,0.26,0.01,0.05,0.00,0.20,9.01,0.06,7.61,0.00,0.34,0.26,0.01,9.31,6.49,2.80,0.01,0.00,0.38,0.00,,0.00,
chc-lia-0318.smt2,,281,368,31,16,1,34,34,,174,,92,114,18,148,,175,3641,10,471,,19,18,,,,353,2596,525,,162,,,8,2883,12,4556.04,1939.96,sat,129.09,7.60,0.57,2.97,0.32,3.97,102.65,40.86,50.35,0.03,0.49,0.43,2.75,120.47,32.27,88.04,4.41,1.85,4.99,34.91,0.00,34.91,4.86
chc-lia-0319.smt2,5,,271,,1,1,5,5,,1,,1,257,1,49,,12,531,,285,,,,,,,257,213,285,5,,3,,,49,,10380.76,3217.98,unsat,135.58,4.43,0.23,1.93,0.11,2.20,110.42,3.68,89.16,0.00,0.61,0.50,2.96,120.67,16.06,104.58,5.23,0.04,18.13,8.58,0.00,8.58,0.50
chc-lia-0321.smt2,,1173,10,,577,2,108,107,,43,,2,318,,2932,34,,10808,237,1388,,107,439,,,,712,6016,3532,,939,,861,95,14771,45,901.55,892.47,timeout,598.60,2.49,0.42,1.08,0.40,0.57,264.87,213.00,2.39,0.83,0.64,0.52,5.57,533.76,35.17,498.04,14.19,109.23,0.08,281.25,0.02,281.25,1.39
chc-lia-0323.smt2,3,,103,,,,3,3,,,,,105,,1,,,139,,110,,,,,,,102,69,110,3,,2,,,,,9236.76,2915.77,unsat,107.43,1.65,0.07,0.35,0.04,1.19,85.11,4.95,65.35,0.00,0.61,0.49,2.69,92.09,7.49,84.59,4.68,0.04,29.40,0.00,,0.00,0.60
chc-lia-0328.smt2,9,,44,,15,1,9,9,,23,,33,459,27,288,,50,2378,1,698,,7,47,,,,626,1389,747,9,5,1,,7,1742,,21103.00,5963.56,unsat,237.00,3.14,0.19,0.83,0.12,1.99,217.14,136.28,64.42,0.01,0.78,0.49,2.60,226.49,8.32,218.11,4.30,0.45,20.66,152.06,0.00,152.06,1.04
chc-lia-0329.smt2,3,,64,,,,3,3,,,,,63,,1,,,99,,66,,,,,,,61,48,66,3,,2,,,,,3944.48,1321.43,unsat,13.14,0.04,0.00,0.01,0.00,0.02,5.78,1.32,2.36,0.00,0.45,0.33,0.06,6.04,0.82,5.21,0.13,0.01,1.43,0.00,,0.00,0.07
chc-lia-0331.smt2,5,,149,,,,5,5,,,,,156,,70,,,466,,170,,,,,,,139,144,169,5,,3,,,,,10706.04,3348.89,unsat,103.62,1.71,0.08,0.32,0.04,1.29,76.51,2.27,66.11,0.00,0.79,0.64,1.55,80.94,16.07,64.86,2.37,0.01,14.05,0.00,,0.00,0.89
chc-lia-0333.smt2,,,408,13,1,,15,15,,1,,6,419,,952,,275,8105,,557,,,,,,,376,4881,541,,,,,,,,24520.36,7251.87,sat,167.04,3.48,0.19,0.71,0.10,2.49,137.64,4.16,109.14,0.03,0.88,0.69,0.97,143.79,28.15,115.57,1.68,0.05,0.11,0.01,,0.01,
chc-lia-0334.smt2,,,101,5,,,8,8,,,,,85,,9,,27,329,,118,,,,,,,95,117,109,,,,,,,,5016.08,2395.88,sat,120.88,3.93,0.09,0.41,0.05,3.41,84.14,3.20,51.79,0.00,0.86,0.71,3.27,92.55,33.33,59.19,4.23,0.02,26.74,0.00,,0.00,
chc-lia-0335.smt2,3,,245,,,,3,3,,,,,241,,1,,,279,,252,,,,,,,230,137,253,3,,2,,,,,25358.40,7360.30,unsat,91.13,0.72,0.05,0.33,0.04,0.28,71.24,2.03,50.14,0.00,1.13,0.91,0.51,73.07,6.97,66.09,0.83,0.01,3.30,0.00,,0.00,0.21
chc-lia-0336.smt2,,,249,16,7,1,32,32,,3,,3,187,8,462,,100,3014,,506,,16,5,,,,187,1551,474,,11,,,,1908,,12049.36,3799.78,sat,424.42,4.88,0.26,1.01,0.10,3.59,406.89,7.87,370.35,0.01,1.12,0.86,0.53,414.11,34.23,379.71,0.98,0.07,18.55,299.55,0.00,299.55,0.02
chc-lia-0337.smt2,,,,1,,,3,3,,,,,9,,2,,7,12,,15,,,,,,,7,4,11,,,,,,,,1510.76,735.94,sat,6.59,0.21,0.01,0.04,0.00,0.16,2.48,1.76,,0.00,0.98,0.82,0.01,2.73,1.07,1.65,0.02,0.00,0.32,0.00,,0.00,
chc-lia-0339.smt2,,,131,2,,,5,5,,,,,121,,38,,72,342,,148,,,,,,,110,169,142,,,,,,,,12941.36,4069.31,sat,49.85,1.08,0.05,0.23,0.03,0.76,38.14,1.13,29.58,0.00,0.93,0.80,0.65,40.44,10.38,30.04,1.08,0.00,7.11,0.00,,0.00,
chc-lia-0340.smt2,,3633,1178,,221,1,39,38,,438,,320,1760,18,17676,,69,58010,348,6621,,160,1351,,,,4687,24973,7208,,779,,,109,16135,79,40552.38,40443.85,timeout,596.77,20.21,1.94,9.21,2.81,4.78,335.40,102.04,75.32,0.84,1.45,0.99,6.46,551.74,92.63,458.77,12.68,82.67,4.05,134.76,0.00,134.76,5.77
chc-lia-0341.smt2,,,10,5,2,,7,7,,3,,18,18,,11,,14,103,1,43,,,,,,,25,56,32,,,,,,,,2083.88,894.48,sat,10.27,0.39,0.02,0.06,0.01,0.31,4.34,0.06,3.14,0.00,1.37,1.07,0.02,4.84,1.92,2.89,0.04,0.01,0.01,0.00,,0.00,
chc-lia-0342.smt2,5,,759,,2,1,5,5,,6,,5,752,4,52,,44,1837,,783,,2,,,,,737,1009,782,5,,4,,,80,,25811.04,7553.58,unsat,353.18,6.81,0.35,1.57,0.41,4.44,315.95,20.75,224.61,0.01,1.33,1.02,2.33,329.23,25.56,303.64,4.19,0.51,69.44,16.21,0.00,16.21,2.24
chc-lia-0345.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,1578.76,812.77,sat,6.78,0.00,0.00,0.00,0.00,0.00,0.55,0.00,,,1.57,1.28,0.00,0.55,0.00,0.54,0.00,0.00,,,,,
chc-lia-0346.smt2,,,241,6,,,7,7,,,,,276,,81,,156,1262,2,292,,,,,,,279,762,284,,,,,,,,14098.12,4753.04,sat,126.29,0.82,0.06,0.26,0.08,0.38,98.30,22.54,61.28,0.01,1.31,1.13,0.78,100.95,27.68,73.24,1.44,0.05,0.13,0.00,,0.00,
chc-lia-0347.smt2,,114,216,,28,1,12,11,,76,,,217,,180,15,,1421,,320,,37,,,,,323,573,430,,30,,,9,896,,,,,,0.91,0.07,0.25,0.06,0.51,35.88,8.46,20.79,0.01,1.42,1.09,1.03,40.52,9.06,31.39,1.80,0.67,0.68,4.44,0.00,4.44,2.60
chc-lia-0348.smt2,3,,199,,1,,3,3,,1,,1,197,1,1,,,494,,202,,,,,,,202,298,202,3,,2,,,,,35956.20,10107.65,unsat,123.58,0.40,0.03,0.13,0.03,0.16,88.65,4.60,57.41,0.00,1.50,1.16,1.66,91.91,9.68,82.22,2.12,0.03,6.44,0.02,,0.02,0.74
chc-lia-0349.smt2,5,,35,,,,5,5,,,,,43,,23,,,127,,56,,,,,,,36,44,56,5,,2,,,,,7358.12,2740.19,unsat,76.57,0.49,0.02,0.09,0.01,0.35,38.82,1.47,29.71,0.00,1.54,1.22,0.24,39.82,13.30,26.49,0.27,0.00,2.09,0.00,,0.00,1.71
chc-lia-0350.smt2,,,333,6,1,,9,9,,9,,9,285,6,180,,239,2679,,375,,,,,,,335,1776,366,,,,,,,,19717.60,6392.57,sat,262.30,13.36,0.74,5.24,0.33,7.27,214.81,2.71,181.06,0.02,1.30,1.10,2.92,233.89,53.27,180.57,4.80,0.18,36.22,0.15,,0.15,
chc-lia-0353.smt2,,,210,,1,,5,4,,1,,1,195,1,35,,,463,,220,,,,,,,212,137,215,,,,,,,,4504.31,4479.63,timeout,599.21,7.54,0.43,2.68,0.21,4.31,205.10,8.20,151.26,0.00,1.30,1.12,4.01,219.82,37.50,182.30,6.64,0.16,44.45,0.02,,0.02,
chc-lia-0354.smt2,,330,1527,,94,1,24,23,,971,,29,1809,10,5853,,370,42774,46,2368,,8,30,,,,2359,25632,3694,,65,,,275,173,,42582.45,42552.12,timeout,598.41,16.79,1.33,6.72,1.09,7.65,516.33,142.66,127.32,0.45,1.52,1.19,5.73,589.13,129.34,459.62,9.23,20.19,52.78,20.29,0.00,20.29,37.79
chc-lia-0356.smt2,,,634,15,19,,16,16,,137,,69,617,,976,,435,9645,13,887,,,,,,,835,5739,1047,,,,,38,,,46645.64,13126.75,sat,443.84,57.52,3.88,39.60,1.38,14.61,285.63,28.87,189.81,0.09,1.48,1.24,3.61,355.71,96.37,259.25,5.68,2.90,14.05,2.27,,2.27,6.94
chc-lia-0358.smt2,,,,1,,,3,3,,,,,11,,2,,8,14,,17,,,,,,,8,5,13,,,,,,,,3815.76,1746.23,sat,54.90,2.16,0.10,0.69,0.05,1.34,38.78,32.73,,0.00,1.81,1.48,0.01,41.01,25.69,15.31,0.02,0.00,3.04,0.00,,0.00,
chc-lia-0359.smt2,5,,191,,12,,5,5,,12,,19,229,,28,,4,432,,249,,,,,,,221,163,244,5,,3,,,,,20105.92,6338.29,unsat,113.49,1.01,0.07,0.34,0.07,0.48,81.71,9.28,56.60,0.00,2.00,1.77,2.69,86.80,25.68,61.10,3.23,0.30,1.01,0.14,,0.14,1.86
chc-lia-0360.smt2,,,144,4,11,1,7,7,,11,,15,186,4,78,,95,747,2,235,,,,,,,187,384,222,,,,,,360,,12324.56,3918.23,sat,261.48,5.10,0.18,0.73,0.09,4.14,238.58,7.47,202.63,0.00,1.91,1.33,0.28,244.86,27.61,217.19,0.52,0.08,23.05,106.67,0.00,106.67,0.73
chc-lia-0362.smt2,,,,,,,2,2,,,,,4,,,,4,4,,7,,,,,,,4,2,4,,,,,,,,9900.44,1928.12,sat,209.86,0.05,0.00,0.01,0.00,0.04,8.61,0.57,,,0.38,0.32,0.01,8.78,5.64,3.14,0.11,0.00,0.00,0.00,,0.00,
chc-lia-0363.smt2,,,230,,2,1,6,5,,3,,2,228,2,43,,3,1007,,269,,,,,,,257,533,263,,,,,,1654,,6379.53,6350.07,timeout,599.31,2.12,0.10,0.52,0.10,1.36,565.68,5.58,536.55,0.00,2.16,1.89,0.99,570.16,29.04,541.10,1.55,0.16,34.70,419.37,0.00,419.37,0.01
chc-lia-0364.smt2,,,98,1,,,3,3,,,,,101,,1,,51,104,,106,,,,,,,78,49,102,,,,,,,,9024.44,3091.44,sat,86.25,0.57,0.01,0.07,0.01,0.45,67.02,4.62,52.02,0.00,1.46,1.12,0.18,68.11,13.28,54.82,0.42,0.00,0.00,0.00,,0.00,
chc-lia-0365.smt2,,,121,3,,,6,6,,,,,91,,11,,51,263,,132,,,,,,,59,149,126,,,,,,,,12796.40,4552.27,sat,435.90,18.57,0.39,10.05,0.15,8.15,355.92,0.60,330.02,0.00,1.76,1.49,0.20,374.99,177.69,197.27,0.35,0.00,92.86,0.00,,0.00,
chc-lia-0366.smt2,3,,9,,,,3,3,,,,,52,,1,,,84,,57,,,,,,,51,38,57,3,,1,,,,,13504.68,4677.66,unsat,132.35,0.07,0.01,0.02,0.01,0.02,81.57,45.83,10.91,0.00,1.67,1.43,0.75,82.85,15.75,67.08,0.50,0.01,25.24,0.00,,0.00,4.42
chc-lia-0367.smt2,,581,6,,32,1,65,64,,62,,50,158,4,1156,,6,5117,88,713,,27,122,,,,742,2810,993,,173,,,40,6450,6,,,,,9.28,0.56,1.92,0.38,6.54,459.67,364.68,25.31,0.13,1.33,1.08,2.10,481.94,87.07,394.51,3.63,3.42,3.62,122.38,0.00,122.38,2.34
chc-lia-0368.smt2,,,1,1,,,2,2,,,,,5,,1,,4,8,,8,,,,,,,5,4,5,,,,,,,,3613.72,1739.09,sat,44.85,0.35,0.01,0.05,0.01,0.28,32.21,0.03,27.61,0.00,2.60,2.24,0.00,32.59,27.35,5.23,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0369.smt2,2,,2,,,,2,2,,,,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,4766.40,2252.60,unsat,44.45,0.00,0.00,0.00,0.00,0.00,21.77,2.23,16.81,,2.64,2.28,0.08,21.90,8.41,13.48,0.05,0.00,,,,,0.41
chc-lia-0370.smt2,,3121,40,,167,2,86,85,,474,,460,785,1,4967,8,,24623,448,3297,,305,854,,,,5290,15435,8361,,958,,24,363,16130,12,2161.09,2152.18,timeout,597.10,21.51,1.73,8.01,1.56,10.36,464.91,356.95,25.06,1.41,2.61,1.70,5.77,560.90,99.38,460.54,16.55,23.62,60.07,181.54,0.00,181.54,11.37
chc-lia-0371.smt2,,,128,10,2,1,13,13,,6,,2,170,1,206,,98,2034,,247,,,,,,,207,1000,233,,,,,,64,,18687.48,5998.13,sat,248.83,8.66,0.31,1.61,0.19,6.59,216.48,2.45,183.69,0.02,2.57,2.12,0.48,226.72,66.72,159.92,0.89,0.05,30.72,30.03,0.00,30.03,0.01
chc-lia-0372.smt2,,,61,5,,,7,7,,,,,58,,61,,30,283,2,86,,,,,,,44,141,78,,,,,,,,7574.80,2705.76,sat,91.92,0.88,0.06,0.26,0.03,0.54,72.46,0.31,63.45,0.00,1.29,1.00,0.05,73.57,34.87,38.67,0.11,0.00,0.00,0.00,,0.00,
chc-lia-0374.smt2,,,131,2,,,4,4,,,,,141,,52,,74,355,1,152,,,,,,,101,158,147,,,,,,,,21787.12,7062.47,sat,488.41,6.22,0.31,2.96,0.12,2.96,426.03,1.01,368.07,0.00,2.21,1.91,2.76,436.23,123.09,313.12,3.81,0.01,6.55,0.00,,0.00,
chc-lia-0375.smt2,,,176,4,,,7,7,,,,,188,,182,,104,975,,267,,,,,,,210,475,259,,,,,,,,17472.52,5499.95,sat,111.81,2.79,0.10,0.49,0.07,2.10,82.98,1.18,67.57,0.00,2.87,2.04,0.35,86.77,19.70,67.02,0.66,0.01,10.68,0.00,,0.00,
chc-lia-0376.smt2,,,,2,,,4,4,,,,,8,,3,,5,19,,15,,,,,,,9,7,10,,,,,,,,9089.88,2284.47,sat,69.08,1.04,0.02,0.09,0.01,0.93,37.89,29.86,0.08,0.00,1.41,1.05,0.02,39.01,26.04,12.96,0.04,0.00,0.01,0.00,,0.00,
chc-lia-0378.smt2,,,92,5,,,8,8,,,,,89,,104,,48,496,,123,,,,,,,61,242,114,,,,,,,,17052.72,5884.27,sat,189.89,3.89,0.16,0.87,0.11,2.75,126.42,0.48,97.66,0.00,3.25,2.60,0.34,131.26,46.47,84.73,0.69,0.00,8.32,0.00,,0.00,
chc-lia-0379.smt2,3,,81,,1,,3,3,,1,,1,85,,1,,,52,,93,,,,,,,85,24,92,3,,2,,,,,9355.88,3026.15,unsat,38.67,0.47,0.02,0.10,0.01,0.33,22.56,2.24,14.29,0.00,2.46,1.94,0.36,23.77,0.92,22.84,0.42,0.02,8.33,0.01,,0.01,0.16
chc-lia-0380.smt2,,,,4,,,6,6,,,,,38,,54,,21,183,,53,,,,,,,39,76,47,,,,,,,,7425.56,3085.44,sat,49.00,1.04,0.03,0.13,0.02,0.86,28.53,22.09,0.00,0.00,3.55,2.81,0.08,29.83,12.81,16.98,0.15,0.00,0.26,0.00,,0.00,
chc-lia-0381.smt2,,,203,2,,,4,4,,,,,205,,3,,120,451,,212,,,,,,,148,332,207,,,,,,,,19859.16,6465.01,sat,219.48,0.81,0.06,0.27,0.08,0.38,167.09,3.92,121.12,0.00,3.16,1.70,0.13,168.79,23.77,145.00,0.57,0.01,0.00,0.00,,0.00,
chc-lia-0382.smt2,,,13,,,,3,2,,,,,15,,1,,,18,,18,,,,,,,15,1,15,,,,,,,,4349.39,4343.02,timeout,597.92,0.47,0.03,0.12,0.02,0.31,393.10,0.15,287.06,0.00,8.68,7.74,0.03,393.66,149.52,244.13,0.05,0.00,0.00,0.00,,0.00,
chc-lia-0383.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8578.36,2068.39,sat,99.30,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,2.77,2.39,0.00,0.06,0.00,0.05,0.00,0.00,,,,,
chc-lia-0384.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8574.96,2064.91,sat,102.33,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,2.85,2.47,0.00,0.06,0.00,0.05,0.00,0.00,,,,,
chc-lia-0385.smt2,,,,,,,2,1,,,,,3,,,,,3,,4,,,,,,,3,,2,,,,,,,,16326.22,2063.80,timeout,597.90,0.03,0.00,0.02,0.00,0.01,14.85,3.27,,,4.57,2.54,0.00,14.91,3.16,11.74,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0386.smt2,,944,451,14,181,2,90,90,,52,,12,31,2,772,19,247,8118,77,1120,,209,205,,,,697,5320,3762,,823,,759,111,2035,7,12274.48,5958.90,sat,526.31,6.01,0.58,2.29,0.84,2.10,352.45,90.76,207.77,0.37,10.72,9.03,11.46,455.86,42.53,412.25,22.39,30.43,22.75,219.62,0.01,219.62,2.14
chc-lia-0387.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,7488.56,4759.54,sat,69.70,0.01,0.00,0.00,0.00,0.00,12.79,0.00,,,10.91,9.89,0.00,12.80,0.01,12.78,0.00,0.00,,,,,
chc-lia-0388.smt2,,,30,2,,,3,3,,,,,32,,1,,17,50,,37,,,,,,,33,31,33,,,,,,,,15941.24,7049.70,sat,420.00,1.98,0.08,0.37,0.05,1.50,317.06,0.06,274.74,0.00,11.51,10.01,0.09,319.38,226.41,92.94,0.16,0.00,0.00,0.00,,0.00,
chc-lia-0389.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8070.08,5178.36,sat,71.29,0.01,0.00,0.00,0.00,0.00,5.33,0.00,,,13.56,12.09,0.00,5.34,0.01,5.32,0.00,0.00,,,,,
chc-lia-0390.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,6389.32,3983.74,sat,76.61,0.01,0.00,0.00,0.00,0.00,0.46,0.00,,,9.99,8.57,0.00,0.47,0.00,0.47,0.00,0.00,,,,,
chc-lia-0391.smt2,,,17,4,,,6,6,,,,,19,,10,,11,85,,30,,,,,,,11,45,23,,,,,,,,18311.00,9661.91,sat,564.59,5.10,0.40,1.98,0.16,2.74,422.12,0.05,123.73,0.00,16.06,14.39,1.13,428.62,317.20,111.40,1.34,0.00,0.00,0.00,,0.00,
chc-lia-0395.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,14774.72,9202.08,sat,230.83,0.01,0.00,0.00,0.00,0.00,0.51,0.00,,,26.65,23.36,0.00,0.53,0.00,0.52,0.00,0.00,,,,,
chc-lia-0396.smt2,,,,,,,1,1,,,,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,25657.52,17939.69,sat,215.87,0.02,0.00,0.01,0.01,0.00,0.72,0.00,,,50.44,46.00,0.00,0.75,0.00,0.74,0.00,0.00,,,,,
chc-lia-0400.smt2,,,,1,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,28.48,10.34,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0401.smt2,3,,,,,,3,3,,,,,8,,2,,1,11,,11,,,,,,,7,4,10,3,,1,,,,,45.92,15.56,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.01,,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.00,0.00,0.02,0.00,,0.00,0.00
chc-lia-0402.smt2,,,,1,,,2,2,,,,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,28.56,10.39,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0403.smt2,,,,1,,,2,2,,,,,4,,,,3,5,,6,,,,,,,3,3,3,,,,,,,,18.96,7.06,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0404.smt2,,,,1,,,3,3,,,,,7,,1,,5,14,,12,,,,,,,5,7,8,,,,,,,,30.80,11.61,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.01,0.00,,0.00,
