index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0389.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,8070.08,5178.36,sat,72.20,0.01,0.00,0.00,0.00,0.00,5.50,0.00,,,13.89,12.37,0.00,5.51,0.01,5.49,0.00,0.00,,,,,
chc-lia-0390.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,6389.32,3983.74,sat,78.64,0.01,0.00,0.00,0.00,0.00,0.45,0.00,,,9.92,8.48,0.00,0.46,0.00,0.45,0.00,0.00,,,,,
chc-lia-0391.smt2,,,15,,,,6,5,,17,,10,,4,82,,26,,,,,,,11,42,20,,,,,,,,,4577.75,4426.71,timeout,595.24,4.43,0.38,1.75,0.13,2.37,450.61,0.05,129.60,0.00,16.53,14.83,0.84,456.10,346.80,109.28,0.99,0.00,0.00,0.00,,0.00,
chc-lia-0395.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,14774.72,9202.08,sat,254.37,0.01,0.00,0.00,0.00,0.00,0.52,0.00,,,29.55,25.94,0.00,0.54,0.00,0.53,0.00,0.00,,,,,
chc-lia-0396.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,25657.52,17939.69,sat,240.73,0.03,0.00,0.01,0.01,0.00,0.77,0.00,,,59.00,54.02,0.00,0.80,0.00,0.79,0.00,0.00,,,,,
chc-lia-0400.smt2,,,,1,,,2,2,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.48,10.34,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0401.smt2,3,,,,,,3,3,,8,,2,,1,11,,11,,,,,,,7,4,10,3,,1,,,,,,45.92,15.56,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.07,0.00,0.05,0.00,0.00,0.02,0.00,,0.00,0.00
chc-lia-0402.smt2,,,,1,,,2,2,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,,28.56,10.39,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0403.smt2,,,,1,,,2,2,,4,,,,3,5,,6,,,,,,,3,3,3,,,,,,,,,18.96,7.06,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0404.smt2,,,,1,,,3,3,,7,,1,,5,14,,12,,,,,,,5,7,8,,,,,,,,,30.80,11.61,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-0405.smt2,,,,1,1,,4,4,,10,,5,,9,34,,20,,,,,,,9,17,15,,,,,,,,,27.96,13.13,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.02,0.06,0.01,0.00,0.01,0.00,,0.00,
chc-lia-0406.smt2,,,,1,1,,3,3,,9,,2,,7,22,,13,,,,,,,7,14,9,,,,,,,,,24.00,10.37,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0407.smt2,,,,11,1,,12,12,,16,1,21,,7,53,2,37,,,,,,,14,19,24,,,,,,,,,28.16,13.48,sat,0.16,0.01,0.00,0.01,0.00,0.00,0.05,0.01,,0.00,0.00,0.00,0.00,0.15,0.02,0.09,0.01,0.01,0.01,0.01,,0.01,
chc-lia-0408.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,18.16,6.72,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0409.smt2,,,,1,2,,4,4,,4,,3,,6,11,,12,,,,,,,5,4,7,,,,,,,,,20.68,8.04,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0410.smt2,,1171,2486,,121,2,144,143,,423,1017,1640,804,5,24577,282,4747,,281,26,,,,291,13303,5062,,1293,,519,,25,50,23,520.64,479.10,timeout,597.12,8.72,2.19,4.77,1.71,1.11,517.10,84.18,119.01,0.84,0.00,0.00,1.16,574.97,113.45,460.72,3.53,14.94,109.74,38.30,0.01,38.30,6.93
chc-lia-0411.smt2,,505,1747,,273,2,146,145,,453,392,2667,4,8,25031,317,5217,,281,16,,,,186,12390,5814,,1249,,909,,25,50,22,543.79,504.66,timeout,596.35,9.61,2.46,5.37,1.81,1.21,489.84,111.10,69.20,0.96,0.00,0.00,1.27,568.05,95.10,472.19,3.77,16.35,92.85,53.33,0.01,53.33,8.80
chc-lia-0412.smt2,,,,2,,,3,3,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,,23.56,8.52,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0413.smt2,,,,4,3,,7,7,,18,,17,,17,90,,44,,,,,,1,20,42,36,,,,,,,,,38.80,16.42,sat,0.18,0.02,0.01,0.01,0.00,0.01,0.07,0.03,,0.00,0.00,0.00,0.00,0.15,0.03,0.10,0.01,0.01,0.01,0.00,,0.00,
chc-lia-0414.smt2,3,,,,,,3,3,,7,,1,,,8,,9,,,,,,,7,,8,3,,1,,,,,,33.92,9.09,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0415.smt2,2,,,,,,2,2,,4,,,,,2,,5,,,,,,,4,,4,2,,1,,,,,,78.60,34.90,unsat,0.11,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,0.01,0.01,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0416.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.64,6.84,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0417.smt2,,,,1,,,3,3,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.12,8.65,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0418.smt2,,,,1,,,3,3,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,,24.12,8.62,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0419.smt2,3,,,,,,3,3,,4,,3,,,7,,8,,,,,,,5,,7,3,,1,,,,,,33.44,8.45,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0420.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0421.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.72,6.87,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0422.smt2,,,,1,,,2,2,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,,19.32,7.32,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0423.smt2,,,,1,,1,4,4,,13,1,3,,13,36,,27,,,,,,,11,13,22,,,,,,,,,30.00,14.11,sat,0.13,0.02,0.01,0.01,0.00,0.01,0.06,0.03,,0.00,0.00,0.00,0.00,0.11,0.02,0.09,0.01,0.01,0.02,0.00,0.00,0.00,
chc-lia-0424.smt2,,,27,8,12,3,16,16,7,78,12,235,16,315,2681,38,437,,21,25,5,,19,375,1936,362,5,1,5,8,99,,1,1,753.16,467.04,sat,27.72,0.94,0.41,0.56,0.13,0.17,23.44,14.06,0.16,0.20,0.00,0.00,0.07,27.11,7.48,19.55,0.33,1.24,8.96,0.72,0.00,0.72,0.23
chc-lia-0425.smt2,,,,2,5,1,6,6,,9,,14,5,17,65,2,36,,4,10,,,,18,30,26,,1,,,,,,,41.20,21.83,sat,0.25,0.03,0.01,0.02,0.00,0.01,0.12,0.07,,0.00,0.00,0.00,0.00,0.22,0.02,0.18,0.01,0.01,0.06,0.02,0.00,0.02,
chc-lia-0426.smt2,,24,,10,1,,11,11,,28,,26,,13,90,3,100,,,,,,,71,30,93,,11,,,,,,,57.60,33.79,sat,0.67,0.07,0.03,0.04,0.01,0.01,0.37,0.17,,0.00,0.00,0.00,0.02,0.64,0.05,0.55,0.04,0.04,0.16,0.03,,0.03,
chc-lia-0427.smt2,,81,,10,5,2,11,11,,43,1,11,5,11,118,4,142,,10,,10,,,137,57,136,7,,7,46,,,3,1,108.96,63.57,sat,1.79,0.14,0.05,0.07,0.02,0.03,1.16,0.69,0.02,0.00,0.00,0.00,0.03,1.75,0.13,1.59,0.07,0.09,0.44,0.38,0.00,0.38,0.02
chc-lia-0428.smt2,,,,10,1,,11,11,,14,,19,,4,33,1,27,,,,,,,14,2,22,,,,,,,,,24.52,10.49,sat,0.12,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.11,0.01,0.06,0.01,0.01,0.00,0.01,,0.01,
chc-lia-0429.smt2,,,4,1,,,2,2,,4,,,,3,5,,8,,,,,,,7,2,7,,,,,,,,,19.92,7.77,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0430.smt2,,,,,,,2,2,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,21.00,8.51,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0431.smt2,,,,,,,2,2,,6,,,,6,6,,10,,,,,,,6,3,7,,,,,,,,,22.20,9.48,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0432.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,22.96,8.14,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0433.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,22.92,8.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0434.smt2,,,,1,,,3,3,,7,,3,,8,19,,16,,,,,,,7,8,12,,,,,,,,,28.84,11.66,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.04,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0435.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0436.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,,22.88,8.18,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0437.smt2,,,,2,,,3,3,,8,,1,,4,14,,12,,,,,,,6,5,8,,,,,,,,,26.16,9.89,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0438.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,17.76,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0439.smt2,,,2,2,3,,5,5,,7,,3,,6,14,1,17,,,,,,3,8,2,12,2,2,2,,1,,,,20.56,8.10,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.01,0.00,0.00,,0.00,0.00
chc-lia-0440.smt2,4,,,,,,4,4,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,,44.56,12.16,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0000.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.16,6.47,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0001.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,17.80,6.43,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0002.smt2,,,,1,1,,3,3,,4,,1,,3,5,,8,,,,,,,3,1,4,,,,,,,,,18.92,6.93,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0003.smt2,,,,2,3,,4,4,,5,,4,,4,12,,12,,,,,,1,4,3,7,,1,,,,,,,19.32,7.19,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0004.smt2,,,3,2,2,,5,5,,8,,4,,9,18,,19,,,,,,2,11,6,14,3,2,3,,2,,,,21.48,8.72,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.04,0.00,0.01,0.01,0.00,,0.00,0.00
chc-lia-lin-0005.smt2,,533,144,,107,4,14,13,246,1193,1,367,67,99,5490,19,1356,,196,212,117,55,554,1525,3110,1177,168,35,163,353,309,,269,36,658.27,640.01,timeout,598.57,18.75,8.92,13.01,1.02,3.74,466.78,310.46,29.93,3.20,0.00,0.00,0.25,525.04,165.75,359.23,2.60,15.91,153.25,56.81,0.00,56.81,10.45
chc-lia-lin-0006.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.36,5.14,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0007.smt2,,1,2,23,8,1,23,23,,61,1,109,28,34,544,20,148,,29,28,14,,6,100,261,137,14,14,14,,2,2,41,9,83.32,44.77,sat,1.32,0.12,0.04,0.06,0.02,0.03,0.70,0.38,0.01,0.01,0.00,0.00,0.02,1.27,0.23,0.92,0.05,0.09,0.17,0.15,0.00,0.15,0.01
chc-lia-lin-0008.smt2,,,,,3,1,2,2,,2,,,1,4,3,,8,,1,2,,,,5,1,4,,,,,,,,,20.08,7.45,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-lin-0009.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.32,5.16,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0010.smt2,,791,497,,87,3,31,30,113,1456,23,2385,111,491,17826,154,1912,,227,79,113,2,756,1681,9674,1716,165,85,115,388,368,3,123,30,752.93,711.33,timeout,598.62,13.18,5.70,9.01,1.08,2.31,510.70,289.66,98.74,6.17,0.00,0.00,0.35,558.20,217.51,340.52,3.04,11.94,178.58,36.57,0.00,36.57,5.70
chc-lia-lin-0011.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,13.40,5.25,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0012.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.76,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0013.smt2,,,,2,,,4,4,,9,,3,,7,20,,18,,,,,,,9,10,13,,,,,,,,,25.32,9.64,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.00,0.00,0.00,0.00,0.04,0.01,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0014.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,18.84,6.96,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0015.smt2,,,,5,3,1,10,9,,13,,12,1,13,37,3,31,,1,5,,,,13,7,21,,1,,,,,4,1,14.04,8.50,unknown,0.49,0.01,0.00,0.01,0.00,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.01,0.01,0.01,0.01,0.00,0.01,
chc-lia-lin-0016.smt2,,,,3,1,,6,6,,9,,6,,6,14,,19,,,,,,,6,2,12,,,,,,,,,23.56,9.60,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.09,0.01,0.05,0.01,0.00,0.01,0.00,,0.00,
chc-lia-lin-0017.smt2,,,,1,,,2,2,,7,,,,5,8,,9,,,,,,,5,5,6,,,,,,,,,28.96,10.53,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0018.smt2,,,,1,,,1,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,14.04,5.54,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0019.smt2,,184,44,,32,3,20,19,90,1107,5,719,41,330,7287,114,1210,,137,39,107,10,428,1097,4073,899,101,16,77,152,307,1,15,3,622.66,595.51,timeout,598.76,8.45,3.51,5.39,0.93,1.63,412.29,263.90,44.38,4.28,0.00,0.00,0.28,445.85,129.98,315.77,2.59,10.75,197.43,20.77,0.00,20.77,5.15
chc-lia-lin-0020.smt2,,,,1,,,1,1,,1,,,,1,,,2,,,,,,,1,,,,,,,,,,,17.68,6.42,sat,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,0.00,0.00,0.00,,0.00,,,,,
chc-lia-lin-0021.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,18.64,7.02,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0022.smt2,,,,1,,,4,4,,16,,5,,11,32,,30,,,,,,,14,8,25,,,,,,,,,29.76,14.13,sat,0.16,0.02,0.01,0.01,0.00,0.01,0.07,0.04,,0.00,0.00,0.00,0.00,0.13,0.01,0.11,0.01,0.01,0.02,0.00,,0.00,
chc-lia-lin-0023.smt2,,,,,,,1,1,,2,,,,2,1,,3,,,,,,,2,1,1,,,,,,,,,19.08,7.13,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0024.smt2,,,3,1,2,,7,7,,7,2,11,,14,26,1,27,,,,,,,8,1,23,3,,3,,,,,,25.72,11.14,sat,0.15,0.02,0.00,0.01,0.00,0.00,0.05,0.03,0.00,0.00,0.00,0.00,0.01,0.13,0.01,0.09,0.01,0.01,0.02,0.00,,0.00,0.00
chc-lia-lin-0025.smt2,3,,,,,,3,3,,9,,3,,1,12,,13,,,,,,,9,4,12,3,,1,,,,,,35.00,9.46,unsat,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0026.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,,19.12,7.11,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0027.smt2,,,,2,,,3,3,,4,,1,,2,4,,7,,,,,,,2,,3,,,,,,,,,18.48,6.91,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0028.smt2,,,,2,,,5,5,,6,,5,,5,12,1,15,,,,,,,5,1,10,,,,,,,,,20.96,8.30,sat,0.06,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-lin-0029.smt2,,24,3,30,5,1,30,30,,34,,42,18,14,188,10,110,,5,18,,,,25,75,80,,49,,,,,,,34.28,16.99,sat,0.49,0.05,0.01,0.02,0.01,0.01,0.14,0.05,0.01,0.00,0.00,0.00,0.01,0.47,0.06,0.29,0.02,0.05,0.00,0.07,0.00,0.07,
chc-lia-lin-0030.smt2,1,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,1,,1,,,,,,26.60,6.29,unsat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,,,,,
chc-lia-lin-0031.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,,18.84,6.91,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0032.smt2,,,,1,,,2,2,,3,,1,,2,4,,6,,,,,,,3,1,3,,,,,,,,,19.28,7.28,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-lin-0033.smt2,,,,,1,,9,8,,9,,11,,,20,,21,,,,,,,3,,12,,,,,,,,,37.87,23.11,timeout,600.01,0.01,0.00,0.00,0.00,0.00,0.07,0.06,,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.00,0.01,0.02,0.00,,0.00,
chc-lia-lin-0034.smt2,,1,,8,5,2,8,8,,13,,11,13,9,61,6,35,,23,12,20,,1,21,23,26,20,13,20,8,1,,23,3,35.04,16.47,sat,0.37,0.04,0.01,0.02,0.01,0.01,0.16,0.10,0.01,0.00,0.00,0.00,0.01,0.35,0.03,0.28,0.01,0.02,0.02,0.09,0.00,0.09,0.02
chc-lia-lin-0035.smt2,,,,8,5,2,8,8,,13,,12,13,7,72,1,36,,22,12,19,,2,20,31,26,19,13,19,7,1,,23,3,35.44,16.66,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.10,0.00,0.00,0.00,0.00,0.01,0.34,0.03,0.27,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-lin-0036.smt2,,,,5,1,,8,8,,15,,19,,7,56,,37,,,,,,,8,17,28,,,,,,,,,24.12,10.90,sat,0.13,0.02,0.00,0.01,0.00,0.01,0.04,0.02,,0.00,0.00,0.00,0.00,0.11,0.01,0.07,0.01,0.00,0.02,0.00,,0.00,
chc-lia-lin-0037.smt2,4,,,,,,4,4,,14,,3,,,14,,18,,,,,,,12,,17,4,,1,,,,,,44.80,12.27,unsat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-lin-0038.smt2,,,,2,,,3,3,,11,,4,,6,22,,16,,,,,,,8,9,12,,,,,,,,,22.96,9.73,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.01,0.00,,0.00,
