index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_concretize,SPACER_conj,SPACER_conj_failed,SPACER_conj_success,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_non_local_gen,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_reach_queries,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_queries,SPACER_reuse_reach_facts,SPACER_subsume_failed,SPACER_subsume_pob,SPACER_subsume_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_global,time_spacer_solve_reach_gen_global_cvx_cls,time_spacer_solve_reach_is_reach
chc-lia-nonlin-0108.smt2,,32,,26,22,1,1,9,13,3,12,12,18,34,16,,48,9,23,229,,96,,54,130,15,18,,84,11,17,27,17,52.24,27.41,sat,0.84,0.06,0.02,0.03,0.01,0.02,0.27,0.12,0.00,0.00,0.00,0.00,0.02,0.81,0.09,,0.67,0.04,0.04,0.03,0.29,0.00,0.04
chc-lia-nonlin-0109.smt2,11,46,,64,13,46,42,,5,1,11,11,,47,42,2,30,,1,252,,85,,50,94,11,,,72,10,12,37,,54.68,24.24,unsat,0.53,0.03,0.01,0.01,0.00,0.01,0.26,0.07,0.09,0.00,0.00,0.00,0.01,0.50,0.10,,0.35,0.03,0.03,0.04,0.05,0.00,0.02
chc-lia-nonlin-0110.smt2,21,205,,125,13,75,133,,11,1,21,21,,164,63,6,108,4,2,874,1,204,,76,389,21,,,202,1,36,150,,112.00,62.71,unsat,1.62,0.10,0.03,0.05,0.01,0.02,0.95,0.27,0.28,0.02,0.00,0.00,0.03,1.57,0.45,,1.02,0.09,0.06,0.06,0.12,0.00,0.04
chc-lia-nonlin-0111.smt2,26,190,,113,14,80,,,11,1,26,26,,175,81,15,64,7,2,1115,7,240,,112,674,29,,1,201,5,117,118,4,144.92,80.86,unsat,1.99,0.13,0.04,0.07,0.01,0.03,1.11,0.56,,0.03,0.00,0.00,0.03,1.93,0.61,,1.20,0.10,0.11,0.10,0.16,0.00,0.08
chc-lia-nonlin-0112.smt2,,115,,54,31,13,11,20,20,3,22,22,51,106,58,2,85,29,37,687,21,197,16,115,402,,51,,176,,65,80,32,115.68,67.94,sat,2.95,0.11,0.03,0.05,0.02,0.02,1.00,0.49,0.03,0.03,0.00,0.00,0.03,2.87,0.44,,2.33,0.10,0.12,0.10,1.29,0.00,0.08
chc-lia-nonlin-0113.smt2,16,63,,64,13,41,,,5,1,16,16,,61,51,,40,2,1,411,5,106,,64,226,16,,,85,1,40,38,,77.72,38.56,unsat,0.66,0.04,0.01,0.02,0.00,0.01,0.30,0.15,,0.01,0.00,0.00,0.01,0.62,0.16,,0.40,0.03,0.05,0.03,0.06,0.00,0.03
chc-lia-nonlin-0114.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,4.49,sat,0.00,,,,,,,,,,0.00,,,,,,,,,,,,
chc-lia-nonlin-0115.smt2,,,,6,3,1,,3,3,1,4,4,,,14,,8,2,10,25,,23,,15,8,,,,18,,,2,,26.80,11.99,sat,0.12,0.01,0.00,0.00,0.00,0.00,0.05,0.03,,0.00,0.00,0.00,0.00,0.10,0.01,,0.08,0.01,0.01,0.02,0.00,0.00,0.00
chc-lia-nonlin-0116.smt2,3,,,,,,,,,,3,3,,,5,,2,,1,9,,8,,5,3,3,,,7,1,,,,30.24,8.51,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0117.smt2,,13,,21,18,,,7,5,1,8,8,,16,12,,30,8,14,65,10,59,,28,16,1,,,47,1,10,8,,31.72,15.20,sat,0.25,0.03,0.01,0.01,0.00,0.01,0.10,0.05,,0.00,0.00,0.00,0.01,0.23,0.01,,0.19,0.02,0.02,0.03,0.02,0.00,0.01
chc-lia-nonlin-0118.smt2,26,141,,104,28,79,,,12,2,26,26,,195,84,,68,108,1,997,,218,,94,521,28,2,2,191,4,93,112,5,134.24,74.72,unsat,2.19,0.22,0.09,0.13,0.02,0.05,1.20,0.67,,0.03,0.00,0.00,0.03,2.13,0.63,,1.37,0.10,0.11,0.11,0.17,0.00,0.12
chc-lia-nonlin-0119.smt2,,13,,21,18,,,7,4,1,8,8,,16,12,,30,8,14,91,3,59,,29,42,,,,48,,10,8,,32.32,15.60,sat,0.26,0.02,0.01,0.01,0.00,0.01,0.10,0.05,,0.00,0.00,0.00,0.01,0.24,0.02,,0.19,0.02,0.02,0.03,0.02,0.00,0.01
chc-lia-nonlin-0120.smt2,,13,,21,18,,,7,6,1,8,8,,16,12,,30,8,14,92,3,58,,27,43,,,,47,,9,8,,32.16,15.39,sat,0.26,0.02,0.01,0.01,0.00,0.01,0.10,0.05,,0.00,0.00,0.00,0.01,0.24,0.02,,0.18,0.02,0.02,0.02,0.02,0.00,0.01
chc-lia-nonlin-0121.smt2,,13,,21,18,,,7,5,1,8,8,,16,12,,30,8,14,90,4,59,,29,41,1,,,48,1,10,8,,32.48,15.71,sat,0.27,0.03,0.01,0.01,0.00,0.01,0.10,0.05,,0.00,0.00,0.00,0.01,0.25,0.02,,0.19,0.02,0.02,0.03,0.02,0.00,0.01
chc-lia-nonlin-0122.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,29.88,8.25,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0123.smt2,,,,,,,,,,,2,2,,,3,,,,3,3,,6,,3,1,,,,3,,,,,21.00,8.64,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0124.smt2,3,,,1,,3,,,1,,3,3,,,6,,2,,1,11,,9,,6,4,3,,,7,1,,,,30.96,8.80,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0125.smt2,,,,,,,,,,,2,2,,,4,,,,4,4,1,7,,4,2,,,,4,,,,,20.44,8.31,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0126.smt2,,,,,,,,,,,1,1,,,2,,,,2,1,,3,,2,1,,,,1,,,,,18.20,6.83,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0127.smt2,,,,,,,,1,,,3,3,,,9,,2,,8,6,,15,,10,,,,,11,,,,,23.44,9.97,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,,0.03,0.00,0.00,0.01,0.00,,
chc-lia-nonlin-0128.smt2,,,,17,10,6,,5,5,2,6,6,,,20,,14,,13,75,5,34,,41,43,7,5,,27,21,2,5,2,45.84,23.28,sat,0.25,0.02,0.00,0.01,0.00,0.01,0.11,0.05,,0.00,0.00,0.00,0.01,0.22,0.03,0.00,0.17,0.01,0.01,0.03,0.02,0.00,0.01
chc-lia-nonlin-0129.smt2,7,,,9,5,3,,,1,,5,5,,,9,,11,,1,26,,18,,19,5,7,,,16,5,,,,37.32,12.26,unsat,0.12,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.01,0.09,0.01,0.00,0.07,0.01,0.01,0.01,0.00,,0.01
chc-lia-nonlin-0130.smt2,,3,,19,11,8,,6,7,2,7,7,,1,24,,26,,18,128,3,53,,61,81,14,12,,42,36,6,12,6,66.24,34.90,sat,0.47,0.04,0.01,0.02,0.00,0.01,0.23,0.11,0.00,0.00,0.00,0.00,0.02,0.42,0.06,0.01,0.33,0.02,0.02,0.07,0.04,0.00,0.02
chc-lia-nonlin-0131.smt2,10,5,,20,13,6,,,1,,7,7,,2,14,,23,,2,53,2,31,,29,12,10,,,28,6,,,,43.32,16.06,unsat,0.20,0.01,0.00,0.01,0.00,0.00,0.08,0.05,,0.00,0.00,0.00,0.01,0.17,0.01,0.00,0.14,0.01,0.01,0.02,0.01,,0.02
chc-lia-nonlin-0132.smt2,15,17,,21,14,7,,,2,1,9,9,,5,17,,32,1,2,78,2,47,,48,20,15,,,45,4,6,1,1,53.84,22.25,unsat,0.33,0.02,0.00,0.01,0.00,0.01,0.14,0.08,,0.00,0.00,0.00,0.02,0.30,0.02,0.01,0.24,0.03,0.02,0.02,0.02,0.00,0.05
chc-lia-nonlin-0133.smt2,,46,,30,17,10,,10,14,2,12,12,,18,41,,57,5,42,408,5,122,,135,292,47,34,2,107,107,18,39,31,126.08,73.82,sat,1.83,0.15,0.05,0.08,0.01,0.04,1.09,0.54,,0.01,0.00,0.00,0.05,1.74,0.36,0.02,1.33,0.08,0.07,0.29,0.16,0.00,0.08
chc-lia-nonlin-0134.smt2,,67,,20,11,5,9,14,18,3,15,15,10,28,59,,79,1,49,525,7,148,,170,362,70,52,1,138,143,12,55,42,138.08,79.23,sat,2.78,0.20,0.06,0.10,0.01,0.07,1.72,0.84,0.02,0.01,0.00,0.00,0.07,2.68,0.61,0.03,2.00,0.11,0.12,0.42,0.31,0.00,0.12
chc-lia-nonlin-0135.smt2,,96,,22,16,2,5,16,24,3,18,18,8,35,69,,98,3,70,891,6,196,,221,686,92,70,1,184,200,17,78,63,232.20,140.15,sat,5.03,0.33,0.09,0.18,0.02,0.11,3.42,1.68,0.02,0.03,0.00,0.00,0.10,4.88,1.13,0.04,3.66,0.17,0.18,0.90,0.44,0.00,0.22
chc-lia-nonlin-0136.smt2,25,26,,22,14,7,,,2,1,15,15,,6,23,,49,1,2,181,3,58,,66,83,25,,1,60,4,6,1,,73.76,29.50,unsat,0.54,0.02,0.01,0.01,0.00,0.01,0.26,0.15,,0.00,0.00,0.00,0.03,0.48,0.07,0.01,0.35,0.04,0.02,0.04,0.02,0.00,0.09
chc-lia-nonlin-0137.smt2,,,,,,,,1,,,3,3,,,5,,1,,4,7,1,10,,5,2,,,,6,,,,,20.96,8.61,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0138.smt2,,,,,,,,,,,2,2,,,3,,,,3,3,,6,,3,1,,,,3,,,,,20.92,8.43,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0139.smt2,,,,,,,,3,,,5,5,,,28,,7,,11,67,,45,,36,20,5,,,40,18,,,,313.92,170.14,sat,2.44,0.09,0.03,0.05,0.01,0.03,2.00,1.26,,0.00,0.01,0.00,0.01,2.24,0.24,0.01,1.98,0.02,0.01,1.14,0.00,,0.02
chc-lia-nonlin-0140.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,29.80,8.23,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0141.smt2,,,,,,,,1,,,3,3,,,4,,2,,3,6,,9,,4,1,,,,5,,,,,21.08,8.65,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0142.smt2,,,,,,,,1,,,3,3,,,4,,2,,3,6,,9,,4,1,,,,5,,,,,21.04,8.66,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0143.smt2,,,,,,,,2,,,4,4,,,19,,2,,20,12,,31,,21,,,,,27,5,,,,40.60,14.64,sat,0.12,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.01,0.00,0.00,0.09,0.00,,0.07,0.01,0.00,0.02,0.00,,
chc-lia-nonlin-0144.smt2,3,,,,,,,,,,3,3,,,9,,1,,2,14,,12,,9,8,3,,,11,5,,,,73.48,29.29,unsat,0.19,0.01,0.00,0.00,0.00,0.00,0.12,0.04,,0.00,0.01,0.00,0.00,0.15,0.01,,0.13,0.00,0.00,0.03,0.00,,0.00
chc-lia-nonlin-0145.smt2,12,16,,30,17,6,,,5,1,12,12,,21,31,,25,,8,150,2,75,,34,63,12,,2,71,1,12,8,,45.16,17.46,unsat,0.35,0.03,0.00,0.01,0.00,0.01,0.13,0.07,,0.00,0.00,0.00,0.01,0.31,0.04,,0.22,0.02,0.02,0.02,0.02,0.00,0.02
chc-lia-nonlin-0146.smt2,,20,,47,27,9,,14,6,3,16,16,9,36,52,2,73,19,55,823,3,179,1,118,537,17,13,2,159,10,49,37,10,99.88,59.01,sat,1.62,0.13,0.03,0.05,0.01,0.05,0.92,0.46,,0.02,0.00,0.00,0.02,1.54,0.46,,1.02,0.07,0.12,0.25,0.10,0.00,0.04
chc-lia-nonlin-0147.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,30.16,8.45,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0148.smt2,,7,,12,10,,,7,7,2,8,8,,4,24,,17,1,25,128,3,61,,68,89,33,14,,52,80,2,15,13,65.20,35.72,sat,0.56,0.05,0.01,0.02,0.00,0.01,0.29,0.15,,0.00,0.00,0.00,0.02,0.52,0.06,0.01,0.42,0.03,0.02,0.09,0.05,0.00,0.03
chc-lia-nonlin-0149.smt2,,,,,,,,2,,,4,4,,,6,,2,,4,10,,13,,7,1,1,,,8,5,,,,32.40,14.40,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.04,0.01,0.00,0.01,0.00,,
chc-lia-nonlin-0150.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,30.12,8.36,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0151.smt2,,,,,,,,,,,2,2,,,3,,,,3,3,,6,,3,1,,,,3,,,,,22.28,9.22,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0152.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,30.68,8.48,unsat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0153.smt2,,,,,,,,,,,2,2,,,11,,,,11,11,6,14,,11,9,,,,11,,,,,23.80,10.66,sat,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.03,0.00,,0.02,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0154.smt2,3,,,,,,,,,,3,3,,,14,,1,,8,23,5,17,,15,15,3,,,16,1,,,,34.96,11.32,unsat,0.08,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,,0.04,0.01,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0155.smt2,,,,12,8,4,,7,10,2,8,8,,4,36,,23,2,30,177,3,59,,64,129,11,10,,49,36,12,16,1,64.48,30.47,sat,0.46,0.04,0.01,0.02,0.00,0.01,0.21,0.09,0.00,0.00,0.00,0.00,0.02,0.41,0.07,0.01,0.30,0.03,0.02,0.06,0.03,0.00,0.02
chc-lia-nonlin-0156.smt2,6,,,7,3,4,,,2,,6,6,,,13,,7,,2,39,,22,,20,12,11,,,22,16,,,,46.32,15.86,unsat,0.14,0.01,0.00,0.00,0.00,0.00,0.05,0.03,,0.00,0.00,0.00,0.01,0.11,0.01,0.00,0.08,0.01,0.00,0.01,0.00,,0.01
chc-lia-nonlin-0157.smt2,2,,,,,,,,,,2,2,,,4,,,,,3,,6,,4,,2,,,5,3,,,,35.08,9.79,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0158.smt2,,,,11,4,5,,4,8,2,7,7,,5,31,,32,,26,104,3,52,,46,45,5,5,,42,24,7,10,,49.04,23.29,sat,0.31,0.03,0.01,0.02,0.00,0.01,0.13,0.06,,0.00,0.00,0.00,0.01,0.27,0.03,0.00,0.21,0.02,0.02,0.04,0.02,0.00,0.01
chc-lia-nonlin-0159.smt2,,,,2,2,,,3,6,2,4,4,,,21,,4,1,21,63,3,36,,28,45,2,2,,29,12,3,3,,40.40,17.73,sat,0.19,0.02,0.00,0.01,0.00,0.00,0.08,0.03,,0.00,0.00,0.00,0.01,0.15,0.02,0.00,0.12,0.01,0.01,0.02,0.01,0.00,0.01
chc-lia-nonlin-0160.smt2,,,,,,,,2,,,3,3,,,14,,2,,9,22,,19,,11,11,,,,15,5,,,,29.80,12.29,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.00,0.05,0.01,0.00,0.01,0.00,,
chc-lia-nonlin-0161.smt2,,,,20,13,4,,6,14,2,9,9,,5,42,,29,,42,183,3,79,,91,123,27,16,,69,70,6,21,12,75.04,37.76,sat,0.69,0.07,0.02,0.03,0.01,0.02,0.33,0.15,0.00,0.00,0.00,0.00,0.03,0.63,0.08,0.01,0.50,0.04,0.04,0.09,0.05,0.00,0.03
chc-lia-nonlin-0162.smt2,10,2,,22,13,6,,,2,,9,9,,,22,,23,,4,83,9,43,,49,27,24,,,46,35,,,,58.88,22.84,unsat,0.30,0.02,0.00,0.01,0.00,0.01,0.12,0.07,,0.00,0.00,0.00,0.02,0.26,0.02,0.01,0.21,0.02,0.01,0.02,0.01,,0.04
chc-lia-nonlin-0163.smt2,15,12,,35,23,7,,,2,,12,12,,3,27,,27,,4,128,13,59,,65,50,40,,,67,53,,,,67.96,27.42,unsat,0.45,0.02,0.01,0.01,0.00,0.01,0.20,0.11,,0.00,0.00,0.00,0.03,0.41,0.04,0.01,0.32,0.04,0.02,0.03,0.02,,0.07
chc-lia-nonlin-0164.smt2,,57,,50,39,5,1,11,27,3,14,14,1,20,72,,104,6,69,739,3,182,,223,567,94,55,2,177,214,16,61,41,167.56,90.18,sat,2.68,0.22,0.06,0.11,0.02,0.07,1.61,0.67,0.00,0.01,0.00,0.00,0.09,2.56,0.65,0.03,1.85,0.13,0.11,0.37,0.24,0.00,0.11
chc-lia-nonlin-0165.smt2,20,28,,45,31,8,,,6,2,15,15,,14,38,,27,,5,206,23,87,,91,97,56,3,,98,68,13,3,1,90.92,40.61,unsat,0.71,0.04,0.01,0.02,0.01,0.01,0.33,0.18,,0.00,0.00,0.00,0.05,0.65,0.07,0.02,0.52,0.07,0.03,0.04,0.03,0.00,0.11
chc-lia-nonlin-0166.smt2,,239,,70,40,5,56,17,47,3,20,20,38,121,117,,197,21,129,1926,14,432,,466,1513,189,180,3,422,445,38,211,133,403.64,240.91,sat,12.66,0.80,0.24,0.45,0.05,0.24,8.25,3.40,0.16,0.03,0.00,0.00,0.24,12.40,3.05,0.09,9.26,0.40,0.39,1.84,1.94,0.00,0.38
chc-lia-nonlin-0167.smt2,25,113,,70,48,13,22,,26,3,21,21,23,62,140,,87,5,93,1767,14,263,,316,1482,148,88,3,283,304,21,95,66,348.24,179.19,unsat,5.09,0.28,0.08,0.15,0.02,0.09,3.35,1.34,0.06,0.02,0.00,0.00,0.16,4.95,1.47,0.05,3.39,0.25,0.19,0.60,0.43,0.00,0.35
chc-lia-nonlin-0168.smt2,,,,3,2,,,3,3,1,8,8,,3,17,,17,4,19,91,2,48,,21,43,7,,,38,7,1,7,5,39.68,21.13,sat,0.28,0.05,0.01,0.02,0.01,0.01,0.12,0.07,,0.00,0.00,0.00,0.01,0.25,0.04,,0.19,0.01,0.01,0.04,0.01,0.00,0.00
chc-lia-nonlin-0169.smt2,,,,,,,,,,,1,1,,,2,,,,2,,,3,,2,,,,,1,,,,,23.60,9.85,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0170.smt2,,,,2,2,,,2,1,,4,4,,,13,,3,,8,29,,20,,15,18,2,,,15,2,,,,31.48,14.72,sat,0.11,0.02,0.00,0.01,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,,0.06,0.01,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0171.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,34.08,10.49,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.01,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0172.smt2,,,,,,,,2,,,4,4,,,20,,3,,14,34,6,27,,20,19,,,,22,,,,,34.52,17.15,sat,0.16,0.03,0.01,0.02,0.00,0.01,0.05,0.03,,0.00,0.00,0.00,0.00,0.12,0.01,,0.10,0.01,0.00,0.01,0.00,,
chc-lia-nonlin-0173.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,35.52,11.46,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0174.smt2,,,,3,2,,,2,3,1,8,8,,,21,2,23,,41,145,2,76,,36,57,2,,,66,2,3,1,,85.36,50.19,sat,1.15,0.33,0.11,0.20,0.03,0.07,0.59,0.37,,0.00,0.00,0.00,0.02,1.09,0.13,,0.93,0.04,0.05,0.31,0.01,0.00,0.00
chc-lia-nonlin-0175.smt2,4,,,,,,,,,,4,4,,,12,,3,,2,22,2,17,,13,6,4,,,16,1,,,,40.92,14.64,unsat,0.10,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.07,0.01,,0.05,0.01,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0176.smt2,,,,,,,,3,,,7,7,,,19,,13,,16,64,3,45,,17,25,,,,37,,,,,43.76,23.63,sat,0.34,0.08,0.02,0.05,0.01,0.02,0.15,0.09,,0.00,0.00,0.00,0.01,0.30,0.03,,0.25,0.02,0.01,0.07,0.00,,
chc-lia-nonlin-0177.smt2,,,,3,2,,,2,3,1,8,8,,,21,2,23,,41,145,2,76,,36,57,2,,,66,2,3,1,,85.36,50.19,sat,1.15,0.32,0.11,0.20,0.03,0.07,0.58,0.37,,0.00,0.00,0.00,0.02,1.08,0.13,,0.92,0.04,0.05,0.31,0.01,0.00,0.00
chc-lia-nonlin-0178.smt2,,,,,,,,3,2,1,7,7,,,23,4,23,1,33,160,4,69,,30,81,,,,60,,2,1,,82.92,48.33,sat,0.97,0.25,0.08,0.15,0.03,0.05,0.50,0.29,0.00,0.00,0.00,0.00,0.01,0.90,0.11,,0.77,0.04,0.04,0.25,0.01,0.00,
chc-lia-nonlin-0179.smt2,,,,,,,,3,1,,6,6,,,21,2,10,,14,63,3,39,,14,25,,,,32,,,,,44.64,24.51,sat,0.32,0.07,0.02,0.04,0.01,0.02,0.14,0.09,,0.00,0.00,0.00,0.01,0.28,0.03,,0.22,0.02,0.01,0.06,0.00,,
chc-lia-nonlin-0180.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,38.80,13.08,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0181.smt2,,,,,,,,2,,,5,5,,,18,,4,,14,43,3,34,,16,21,,,,28,,,,,39.60,21.02,sat,0.24,0.04,0.01,0.02,0.00,0.01,0.10,0.06,,0.00,0.00,0.00,0.01,0.20,0.02,,0.16,0.01,0.01,0.05,0.00,,
chc-lia-nonlin-0182.smt2,2,,,,,,,,,,2,2,,,2,,,,,2,,3,,2,,2,,,2,1,,,,39.56,14.03,unsat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,0.00
chc-lia-nonlin-0183.smt2,6,,,2,1,1,,,,,6,6,,,10,,4,,2,30,1,21,,17,10,6,,,19,2,,,,40.00,13.92,unsat,0.12,0.01,0.00,0.00,0.00,0.00,0.03,0.02,,0.00,0.00,0.00,0.00,0.08,0.01,,0.05,0.01,0.00,0.00,0.00,,0.01
chc-lia-nonlin-0184.smt2,,,,,,,,5,,,7,7,,,23,,16,,17,95,2,38,,25,62,4,,,33,11,,,,98.72,35.51,sat,0.20,0.01,0.00,0.00,0.00,0.00,0.08,0.03,,0.00,0.01,0.00,0.01,0.15,0.03,0.00,0.09,0.01,0.00,0.01,0.00,,0.01
chc-lia-nonlin-0185.smt2,,,,,,,,,,,2,2,,,3,,,,3,3,,6,,3,1,,,,3,,,,,30.12,13.84,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,,0.01,0.00,0.00,0.00,0.00,,
chc-lia-nonlin-0186.smt2,33,211,,70,1,71,,,8,1,33,33,,47,234,26,296,13,19,2174,41,500,2,467,1097,33,,6,510,1,137,39,,227.68,127.61,unsat,6.99,0.36,0.08,0.14,0.06,0.10,4.38,2.89,,0.14,0.00,0.00,0.19,6.85,2.03,,4.66,0.57,0.55,0.93,0.36,0.00,0.14
chc-lia-nonlin-0187.smt2,,,,,,,,,,,1,1,,,2,,,,2,,,3,,2,,,,,1,,,,,32.36,13.54,sat,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,,,0.00,0.00,0.00,0.03,0.00,,0.03,0.00,0.00,0.00,0.00,,
